0.00; 0.00; 0.00; 0.01; 0.03; 0.57; 0.00; 0.00; 0.29; 0.00; 0.07; 0.02; 0.00; 0.01; 0.01
0.00; 0.00; 0.00; 0.00; 0.03; 0.69; 0.00; 0.00; 0.20; 0.00; 0.05; 0.01; 0.00; 0.00; 0.01
0.00; 0.00; 0.00; 0.00; 0.04; 0.76; 0.00; 0.00; 0.14; 0.00; 0.04; 0.01; 0.00; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.03; 0.83; 0.00; 0.00; 0.10; 0.00; 0.03; 0.01; 0.00; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.02; 0.88; 0.00; 0.00; 0.07; 0.00; 0.02; 0.00; 0.00; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.01; 0.85; 0.00; 0.00; 0.05; 0.00; 0.07; 0.01; 0.00; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.01; 0.74; 0.00; 0.00; 0.03; 0.00; 0.19; 0.01; 0.01; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.01; 0.55; 0.00; 0.00; 0.02; 0.01; 0.33; 0.01; 0.02; 0.01; 0.04
0.00; 0.00; 0.00; 0.00; 0.00; 0.40; 0.00; 0.00; 0.02; 0.01; 0.44; 0.01; 0.03; 0.02; 0.08
0.00; 0.00; 0.00; 0.00; 0.00; 0.29; 0.00; 0.00; 0.02; 0.02; 0.52; 0.01; 0.03; 0.03; 0.08
0.00; 0.00; 0.00; 0.00; 0.00; 0.21; 0.00; 0.00; 0.01; 0.03; 0.50; 0.01; 0.02; 0.14; 0.07
0.00; 0.00; 0.00; 0.00; 0.00; 0.15; 0.00; 0.00; 0.01; 0.03; 0.44; 0.01; 0.02; 0.28; 0.05
0.00; 0.00; 0.02; 0.00; 0.00; 0.11; 0.00; 0.00; 0.01; 0.04; 0.52; 0.01; 0.03; 0.21; 0.04
0.00; 0.06; 0.07; 0.00; 0.00; 0.08; 0.00; 0.00; 0.01; 0.04; 0.51; 0.01; 0.04; 0.15; 0.03
0.00; 0.31; 0.05; 0.00; 0.00; 0.05; 0.00; 0.00; 0.01; 0.03; 0.38; 0.00; 0.03; 0.11; 0.02
0.00; 0.51; 0.03; 0.00; 0.00; 0.04; 0.00; 0.00; 0.01; 0.02; 0.27; 0.00; 0.02; 0.07; 0.01
0.00; 0.65; 0.02; 0.00; 0.00; 0.03; 0.00; 0.00; 0.01; 0.02; 0.19; 0.00; 0.02; 0.05; 0.01
0.00; 0.73; 0.02; 0.00; 0.00; 0.02; 0.00; 0.00; 0.03; 0.01; 0.13; 0.00; 0.01; 0.04; 0.01
0.00; 0.77; 0.01; 0.00; 0.00; 0.01; 0.00; 0.00; 0.06; 0.01; 0.09; 0.00; 0.01; 0.03; 0.01
0.00; 0.78; 0.01; 0.00; 0.01; 0.01; 0.00; 0.00; 0.08; 0.01; 0.07; 0.00; 0.01; 0.02; 0.00
0.00; 0.73; 0.01; 0.01; 0.04; 0.03; 0.00; 0.00; 0.11; 0.00; 0.05; 0.00; 0.00; 0.01; 0.00
0.00; 0.58; 0.02; 0.01; 0.16; 0.09; 0.00; 0.00; 0.09; 0.00; 0.03; 0.00; 0.00; 0.01; 0.00
0.00; 0.45; 0.01; 0.01; 0.33; 0.06; 0.00; 0.03; 0.07; 0.00; 0.02; 0.00; 0.00; 0.01; 0.00
0.00; 0.32; 0.01; 0.01; 0.52; 0.04; 0.00; 0.03; 0.05; 0.00; 0.02; 0.00; 0.00; 0.00; 0.00
0.00; 0.22; 0.01; 0.01; 0.66; 0.03; 0.00; 0.03; 0.03; 0.00; 0.01; 0.00; 0.00; 0.00; 0.00
0.00; 0.15; 0.00; 0.00; 0.70; 0.02; 0.00; 0.02; 0.02; 0.00; 0.06; 0.00; 0.00; 0.00; 0.00
0.00; 0.11; 0.00; 0.00; 0.68; 0.02; 0.00; 0.02; 0.02; 0.00; 0.14; 0.00; 0.00; 0.00; 0.00
0.00; 0.08; 0.00; 0.00; 0.70; 0.02; 0.00; 0.01; 0.01; 0.00; 0.17; 0.00; 0.00; 0.00; 0.01
0.00; 0.05; 0.00; 0.00; 0.63; 0.02; 0.00; 0.01; 0.01; 0.00; 0.25; 0.00; 0.01; 0.00; 0.01
0.00; 0.04; 0.00; 0.00; 0.50; 0.02; 0.00; 0.01; 0.01; 0.00; 0.39; 0.01; 0.02; 0.00; 0.00
0.00; 0.03; 0.00; 0.00; 0.36; 0.01; 0.00; 0.00; 0.01; 0.01; 0.53; 0.01; 0.03; 0.00; 0.00
0.00; 0.02; 0.00; 0.00; 0.25; 0.01; 0.00; 0.00; 0.01; 0.01; 0.64; 0.02; 0.03; 0.00; 0.00
0.00; 0.01; 0.00; 0.00; 0.18; 0.01; 0.00; 0.00; 0.02; 0.00; 0.71; 0.02; 0.02; 0.00; 0.02
0.00; 0.01; 0.03; 0.03; 0.13; 0.01; 0.00; 0.00; 0.01; 0.00; 0.62; 0.01; 0.02; 0.00; 0.12
0.00; 0.01; 0.17; 0.13; 0.09; 0.01; 0.00; 0.00; 0.01; 0.00; 0.47; 0.01; 0.01; 0.00; 0.09
0.00; 0.01; 0.14; 0.37; 0.07; 0.00; 0.00; 0.00; 0.01; 0.00; 0.33; 0.01; 0.01; 0.00; 0.06
0.00; 0.00; 0.10; 0.55; 0.05; 0.00; 0.00; 0.00; 0.00; 0.00; 0.23; 0.01; 0.01; 0.00; 0.05
0.00; 0.00; 0.07; 0.61; 0.03; 0.00; 0.00; 0.00; 0.00; 0.00; 0.23; 0.00; 0.01; 0.00; 0.03
0.00; 0.00; 0.05; 0.55; 0.02; 0.00; 0.00; 0.00; 0.00; 0.00; 0.31; 0.03; 0.01; 0.00; 0.02
0.00; 0.00; 0.03; 0.42; 0.02; 0.00; 0.00; 0.00; 0.00; 0.01; 0.33; 0.12; 0.05; 0.00; 0.02
0.00; 0.00; 0.02; 0.30; 0.01; 0.00; 0.00; 0.00; 0.00; 0.01; 0.24; 0.15; 0.26; 0.00; 0.01
0.00; 0.00; 0.02; 0.21; 0.01; 0.00; 0.00; 0.00; 0.00; 0.02; 0.17; 0.23; 0.33; 0.00; 0.01
0.00; 0.00; 0.01; 0.15; 0.01; 0.00; 0.00; 0.00; 0.00; 0.05; 0.12; 0.30; 0.35; 0.00; 0.01
0.00; 0.00; 0.01; 0.11; 0.00; 0.01; 0.00; 0.00; 0.00; 0.06; 0.08; 0.32; 0.40; 0.00; 0.00
0.00; 0.00; 0.01; 0.08; 0.00; 0.01; 0.00; 0.00; 0.00; 0.05; 0.07; 0.31; 0.47; 0.01; 0.00
0.00; 0.00; 0.00; 0.05; 0.00; 0.01; 0.00; 0.00; 0.00; 0.03; 0.07; 0.25; 0.56; 0.01; 0.00
0.00; 0.00; 0.00; 0.04; 0.00; 0.01; 0.00; 0.00; 0.00; 0.02; 0.11; 0.20; 0.58; 0.03; 0.00
0.00; 0.00; 0.00; 0.03; 0.00; 0.01; 0.00; 0.00; 0.00; 0.02; 0.17; 0.18; 0.54; 0.05; 0.00
0.00; 0.00; 0.00; 0.02; 0.00; 0.00; 0.00; 0.00; 0.00; 0.01; 0.32; 0.15; 0.40; 0.08; 0.00
0.00; 0.00; 0.00; 0.01; 0.00; 0.00; 0.00; 0.00; 0.00; 0.01; 0.51; 0.11; 0.28; 0.06; 0.00
0.00; 0.00; 0.00; 0.01; 0.00; 0.00; 0.00; 0.00; 0.00; 0.01; 0.64; 0.08; 0.20; 0.06; 0.00
0.00; 0.00; 0.00; 0.01; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.70; 0.05; 0.14; 0.08; 0.00
0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.77; 0.04; 0.10; 0.08; 0.00
0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.81; 0.03; 0.07; 0.08; 0.00
0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.85; 0.02; 0.05; 0.07; 0.00
0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.89; 0.02; 0.03; 0.06; 0.00
0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.92; 0.01; 0.02; 0.04; 0.00
0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.94; 0.01; 0.02; 0.03; 0.00
0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.95; 0.01; 0.01; 0.03; 0.00
0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.96; 0.01; 0.01; 0.02; 0.00
0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.95; 0.01; 0.01; 0.03; 0.00
0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.96; 0.01; 0.00; 0.03; 0.00
0.00; 0.00; 0.00; 0.00; 0.00; 0.01; 0.02; 0.00; 0.00; 0.00; 0.92; 0.01; 0.00; 0.02; 0.00
0.00; 0.00; 0.02; 0.00; 0.00; 0.06; 0.08; 0.00; 0.00; 0.00; 0.79; 0.02; 0.00; 0.02; 0.00
0.00; 0.00; 0.04; 0.00; 0.00; 0.29; 0.06; 0.00; 0.00; 0.00; 0.56; 0.02; 0.00; 0.02; 0.00
0.00; 0.00; 0.03; 0.00; 0.00; 0.49; 0.04; 0.00; 0.00; 0.00; 0.40; 0.01; 0.00; 0.01; 0.00
0.00; 0.00; 0.02; 0.00; 0.00; 0.64; 0.03; 0.00; 0.00; 0.00; 0.28; 0.01; 0.00; 0.01; 0.00
0.00; 0.00; 0.02; 0.00; 0.01; 0.74; 0.02; 0.00; 0.00; 0.00; 0.20; 0.01; 0.00; 0.01; 0.00
0.00; 0.00; 0.01; 0.00; 0.01; 0.81; 0.01; 0.00; 0.00; 0.00; 0.14; 0.00; 0.00; 0.00; 0.00
0.00; 0.00; 0.01; 0.00; 0.02; 0.84; 0.02; 0.00; 0.00; 0.00; 0.10; 0.00; 0.00; 0.00; 0.00
0.00; 0.00; 0.01; 0.00; 0.03; 0.87; 0.02; 0.00; 0.00; 0.00; 0.07; 0.00; 0.00; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.03; 0.84; 0.02; 0.04; 0.00; 0.00; 0.05; 0.00; 0.01; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.03; 0.69; 0.02; 0.09; 0.00; 0.00; 0.03; 0.00; 0.13; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.02; 0.62; 0.02; 0.07; 0.00; 0.00; 0.03; 0.00; 0.24; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.01; 0.50; 0.01; 0.05; 0.00; 0.00; 0.05; 0.01; 0.35; 0.00; 0.01
0.00; 0.00; 0.00; 0.00; 0.01; 0.36; 0.01; 0.03; 0.00; 0.00; 0.08; 0.02; 0.44; 0.00; 0.04
0.00; 0.00; 0.00; 0.00; 0.01; 0.25; 0.01; 0.02; 0.00; 0.00; 0.17; 0.03; 0.40; 0.00; 0.09
0.00; 0.00; 0.00; 0.00; 0.01; 0.18; 0.01; 0.02; 0.00; 0.00; 0.25; 0.02; 0.32; 0.01; 0.17
0.00; 0.00; 0.00; 0.00; 0.00; 0.12; 0.01; 0.01; 0.00; 0.00; 0.26; 0.02; 0.26; 0.01; 0.29
0.00; 0.00; 0.00; 0.00; 0.00; 0.09; 0.01; 0.01; 0.01; 0.00; 0.25; 0.02; 0.27; 0.01; 0.33
0.00; 0.00; 0.00; 0.00; 0.00; 0.06; 0.00; 0.01; 0.05; 0.00; 0.23; 0.01; 0.23; 0.01; 0.39
0.00; 0.00; 0.00; 0.00; 0.01; 0.04; 0.00; 0.00; 0.19; 0.00; 0.21; 0.01; 0.18; 0.01; 0.35
0.00; 0.00; 0.00; 0.00; 0.00; 0.03; 0.00; 0.00; 0.37; 0.00; 0.17; 0.01; 0.13; 0.01; 0.27
0.00; 0.00; 0.00; 0.00; 0.00; 0.02; 0.00; 0.00; 0.55; 0.00; 0.12; 0.01; 0.10; 0.01; 0.19
0.00; 0.00; 0.00; 0.00; 0.00; 0.02; 0.00; 0.00; 0.68; 0.00; 0.09; 0.00; 0.07; 0.01; 0.13
0.00; 0.00; 0.00; 0.00; 0.00; 0.01; 0.00; 0.00; 0.76; 0.00; 0.07; 0.00; 0.05; 0.00; 0.09
0.00; 0.00; 0.00; 0.00; 0.00; 0.01; 0.00; 0.00; 0.79; 0.00; 0.08; 0.01; 0.04; 0.00; 0.06
0.00; 0.00; 0.00; 0.00; 0.00; 0.01; 0.00; 0.00; 0.66; 0.01; 0.20; 0.01; 0.06; 0.00; 0.05
0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.47; 0.01; 0.34; 0.05; 0.10; 0.00; 0.03
0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.33; 0.01; 0.42; 0.08; 0.13; 0.00; 0.02
0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.23; 0.01; 0.50; 0.10; 0.14; 0.00; 0.02
0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.03; 0.17; 0.01; 0.49; 0.11; 0.17; 0.00; 0.01
0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.20; 0.12; 0.01; 0.40; 0.09; 0.17; 0.00; 0.01
0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.41; 0.09; 0.00; 0.30; 0.07; 0.12; 0.00; 0.01
0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.57; 0.06; 0.00; 0.22; 0.05; 0.09; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.01; 0.00; 0.00; 0.70; 0.04; 0.00; 0.15; 0.03; 0.06; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.01; 0.00; 0.00; 0.78; 0.03; 0.00; 0.11; 0.02; 0.04; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.01; 0.00; 0.00; 0.84; 0.02; 0.00; 0.08; 0.02; 0.03; 0.00; 0.00
0.00; 0.00; 0.00; 0.02; 0.03; 0.00; 0.00; 0.84; 0.01; 0.00; 0.05; 0.01; 0.02; 0.00; 0.00
0.00; 0.00; 0.00; 0.03; 0.05; 0.00; 0.00; 0.84; 0.01; 0.00; 0.04; 0.01; 0.01; 0.00; 0.00
0.00; 0.00; 0.00; 0.06; 0.07; 0.00; 0.00; 0.82; 0.01; 0.00; 0.03; 0.01; 0.01; 0.00; 0.00
0.01; 0.00; 0.00; 0.10; 0.09; 0.00; 0.00; 0.76; 0.01; 0.00; 0.02; 0.00; 0.01; 0.00; 0.00
0.02; 0.00; 0.00; 0.14; 0.13; 0.00; 0.00; 0.67; 0.01; 0.00; 0.01; 0.00; 0.01; 0.00; 0.00
0.02; 0.00; 0.00; 0.16; 0.14; 0.00; 0.00; 0.64; 0.01; 0.00; 0.01; 0.00; 0.00; 0.00; 0.00
0.04; 0.00; 0.00; 0.19; 0.16; 0.00; 0.00; 0.55; 0.04; 0.00; 0.01; 0.00; 0.00; 0.00; 0.00
0.10; 0.00; 0.00; 0.16; 0.18; 0.03; 0.00; 0.48; 0.04; 0.00; 0.01; 0.00; 0.00; 0.00; 0.00
0.12; 0.00; 0.00; 0.12; 0.16; 0.14; 0.00; 0.42; 0.03; 0.00; 0.01; 0.00; 0.00; 0.00; 0.00
0.10; 0.00; 0.00; 0.09; 0.13; 0.31; 0.00; 0.32; 0.02; 0.00; 0.01; 0.00; 0.00; 0.00; 0.00
0.08; 0.01; 0.00; 0.14; 0.19; 0.25; 0.00; 0.26; 0.05; 0.00; 0.01; 0.00; 0.01; 0.00; 0.00
0.06; 0.01; 0.00; 0.10; 0.14; 0.18; 0.00; 0.18; 0.31; 0.00; 0.01; 0.00; 0.01; 0.01; 0.00
0.04; 0.00; 0.00; 0.07; 0.10; 0.12; 0.00; 0.13; 0.51; 0.00; 0.01; 0.00; 0.00; 0.01; 0.01
0.03; 0.00; 0.00; 0.05; 0.07; 0.09; 0.00; 0.09; 0.66; 0.00; 0.01; 0.00; 0.00; 0.00; 0.01
0.02; 0.00; 0.00; 0.03; 0.05; 0.06; 0.00; 0.06; 0.76; 0.00; 0.01; 0.00; 0.00; 0.00; 0.00
0.01; 0.00; 0.00; 0.02; 0.03; 0.04; 0.00; 0.04; 0.80; 0.00; 0.02; 0.00; 0.01; 0.00; 0.00
0.01; 0.00; 0.00; 0.02; 0.02; 0.03; 0.00; 0.03; 0.70; 0.00; 0.14; 0.01; 0.03; 0.00; 0.01
0.01; 0.00; 0.00; 0.01; 0.02; 0.02; 0.00; 0.02; 0.55; 0.01; 0.24; 0.03; 0.08; 0.00; 0.01
0.00; 0.00; 0.00; 0.01; 0.01; 0.01; 0.00; 0.02; 0.41; 0.01; 0.23; 0.04; 0.19; 0.00; 0.06
0.00; 0.00; 0.00; 0.01; 0.01; 0.01; 0.00; 0.01; 0.30; 0.01; 0.21; 0.05; 0.32; 0.00; 0.07
0.00; 0.00; 0.00; 0.00; 0.07; 0.01; 0.00; 0.01; 0.22; 0.00; 0.17; 0.04; 0.33; 0.00; 0.14
0.00; 0.00; 0.00; 0.00; 0.15; 0.01; 0.00; 0.01; 0.15; 0.00; 0.13; 0.04; 0.39; 0.00; 0.13
0.00; 0.00; 0.00; 0.00; 0.25; 0.00; 0.00; 0.00; 0.11; 0.00; 0.09; 0.03; 0.40; 0.00; 0.10
0.00; 0.00; 0.00; 0.00; 0.46; 0.00; 0.00; 0.00; 0.08; 0.00; 0.07; 0.02; 0.29; 0.00; 0.07
0.00; 0.00; 0.00; 0.00; 0.61; 0.01; 0.00; 0.00; 0.05; 0.00; 0.05; 0.01; 0.21; 0.00; 0.05
0.00; 0.00; 0.00; 0.00; 0.71; 0.02; 0.00; 0.00; 0.04; 0.00; 0.03; 0.01; 0.15; 0.00; 0.04
0.00; 0.00; 0.00; 0.00; 0.78; 0.02; 0.00; 0.00; 0.03; 0.00; 0.02; 0.01; 0.10; 0.00; 0.03
0.02; 0.00; 0.00; 0.00; 0.82; 0.02; 0.00; 0.00; 0.02; 0.00; 0.02; 0.01; 0.07; 0.00; 0.02
0.04; 0.01; 0.00; 0.01; 0.82; 0.03; 0.00; 0.00; 0.01; 0.00; 0.01; 0.00; 0.05; 0.00; 0.01
0.05; 0.01; 0.00; 0.04; 0.78; 0.03; 0.00; 0.01; 0.02; 0.00; 0.01; 0.00; 0.04; 0.00; 0.01
0.04; 0.01; 0.00; 0.03; 0.83; 0.02; 0.00; 0.02; 0.01; 0.00; 0.01; 0.00; 0.03; 0.00; 0.01
0.03; 0.01; 0.00; 0.02; 0.82; 0.02; 0.01; 0.06; 0.01; 0.00; 0.00; 0.00; 0.02; 0.00; 0.00
0.02; 0.01; 0.00; 0.02; 0.72; 0.01; 0.00; 0.19; 0.01; 0.00; 0.00; 0.00; 0.01; 0.00; 0.00
0.02; 0.02; 0.00; 0.01; 0.57; 0.01; 0.00; 0.35; 0.00; 0.00; 0.00; 0.00; 0.01; 0.00; 0.00
0.02; 0.02; 0.00; 0.01; 0.42; 0.01; 0.00; 0.51; 0.00; 0.00; 0.00; 0.00; 0.01; 0.00; 0.00
0.02; 0.02; 0.00; 0.01; 0.30; 0.00; 0.00; 0.64; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00
0.02; 0.01; 0.00; 0.01; 0.21; 0.00; 0.00; 0.73; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00
0.02; 0.01; 0.00; 0.01; 0.15; 0.00; 0.00; 0.80; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00
0.02; 0.01; 0.00; 0.01; 0.11; 0.00; 0.00; 0.83; 0.00; 0.00; 0.01; 0.00; 0.01; 0.00; 0.00
0.02; 0.00; 0.00; 0.01; 0.08; 0.00; 0.00; 0.87; 0.00; 0.00; 0.00; 0.00; 0.01; 0.00; 0.00
0.02; 0.00; 0.00; 0.01; 0.06; 0.00; 0.00; 0.89; 0.00; 0.00; 0.01; 0.00; 0.01; 0.00; 0.00
0.01; 0.00; 0.00; 0.01; 0.04; 0.00; 0.00; 0.72; 0.00; 0.00; 0.02; 0.10; 0.08; 0.00; 0.00
0.01; 0.00; 0.00; 0.01; 0.03; 0.00; 0.00; 0.54; 0.00; 0.00; 0.02; 0.29; 0.09; 0.00; 0.00
0.01; 0.00; 0.00; 0.01; 0.02; 0.00; 0.00; 0.38; 0.00; 0.00; 0.02; 0.45; 0.11; 0.00; 0.00
0.01; 0.00; 0.00; 0.00; 0.01; 0.00; 0.00; 0.27; 0.00; 0.00; 0.02; 0.54; 0.14; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.01; 0.01; 0.00; 0.19; 0.01; 0.00; 0.02; 0.52; 0.24; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.01; 0.06; 0.00; 0.13; 0.01; 0.00; 0.02; 0.50; 0.27; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.00; 0.18; 0.00; 0.09; 0.02; 0.00; 0.01; 0.44; 0.26; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.00; 0.36; 0.00; 0.06; 0.03; 0.00; 0.01; 0.32; 0.20; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.00; 0.54; 0.00; 0.04; 0.02; 0.00; 0.01; 0.23; 0.15; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.00; 0.68; 0.00; 0.03; 0.02; 0.00; 0.00; 0.16; 0.10; 0.00; 0.00
0.00; 0.00; 0.00; 0.00; 0.00; 0.77; 0.00; 0.02; 0.02; 0.00; 0.00; 0.11; 0.07; 0.00; 0.00
0.00; 0.01; 0.00; 0.00; 0.00; 0.81; 0.00; 0.02; 0.03; 0.00; 0.00; 0.08; 0.05; 0.00; 0.00
0.00; 0.01; 0.00; 0.00; 0.01; 0.84; 0.00; 0.01; 0.04; 0.00; 0.00; 0.06; 0.04; 0.00; 0.00
0.00; 0.01; 0.00; 0.00; 0.02; 0.86; 0.00; 0.01; 0.03; 0.00; 0.00; 0.04; 0.02; 0.00; 0.00
0.00; 0.01; 0.00; 0.00; 0.07; 0.84; 0.00; 0.01; 0.03; 0.00; 0.00; 0.03; 0.02; 0.00; 0.00
0.00; 0.01; 0.00; 0.00; 0.14; 0.78; 0.00; 0.00; 0.02; 0.00; 0.00; 0.02; 0.01; 0.00; 0.00
0.00; 0.01; 0.00; 0.01; 0.20; 0.73; 0.00; 0.00; 0.02; 0.00; 0.00; 0.01; 0.01; 0.00; 0.00
0.01; 0.01; 0.00; 0.01; 0.26; 0.67; 0.00; 0.00; 0.02; 0.00; 0.00; 0.01; 0.01; 0.00; 0.00
0.01; 0.02; 0.00; 0.01; 0.29; 0.64; 0.00; 0.00; 0.01; 0.00; 0.00; 0.01; 0.01; 0.00; 0.00
0.01; 0.03; 0.00; 0.04; 0.29; 0.60; 0.00; 0.00; 0.01; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00
0.02; 0.05; 0.00; 0.06; 0.29; 0.56; 0.00; 0.00; 0.01; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00
0.02; 0.08; 0.01; 0.06; 0.29; 0.52; 0.00; 0.00; 0.01; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00
0.03; 0.12; 0.01; 0.07; 0.29; 0.46; 0.00; 0.00; 0.01; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00
0.02; 0.13; 0.01; 0.08; 0.38; 0.35; 0.00; 0.01; 0.01; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00
0.02; 0.09; 0.01; 0.06; 0.57; 0.24; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00
0.01; 0.07; 0.00; 0.04; 0.63; 0.17; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.06; 0.00; 0.00
0.01; 0.05; 0.00; 0.03; 0.72; 0.12; 0.00; 0.00; 0.00; 0.00; 0.00; 0.01; 0.06; 0.00; 0.00
0.01; 0.03; 0.00; 0.02; 0.74; 0.08; 0.00; 0.00; 0.00; 0.00; 0.01; 0.06; 0.04; 0.00; 0.00
